date,State,total_cases,total_deaths,new_cases,new_deaths,norm_pop
2020-07-26,ID,937.5148637570541,7.498328264500731,214.82150901058438,1.3989418403919274,17.87065
2020-08-02,ID,1124.3575359597999,9.62471986189646,186.84267220274583,2.1263915973957297,17.87065
2020-08-09,ID,1302.4708110785002,12.198772848217608,178.11327511870022,2.5740529863211465,17.87065
2020-08-16,ID,1482.206858732055,13.989418403919274,179.73604765355483,1.7906455557016672,17.87065
2020-08-23,ID,1616.2814447152173,16.17176767493068,134.07458598316234,2.182349271011407,17.87065
2020-08-30,ID,1734.7997974332213,18.68986298763615,118.5183527180041,2.5180953127054693,17.87065
2020-09-06,ID,1838.9370280319965,20.64838156418485,104.13723059877508,1.9585185765486983,17.87065
2020-09-13,ID,1933.0018773799497,22.21519642542381,94.0648493479532,1.5668148612389587,17.87065
2020-09-20,ID,2042.3991292985984,23.89392663389412,109.39725191864872,1.6787302084703128,17.87065
2020-09-27,ID,2193.596763408158,25.06903777982334,151.19763410955952,1.175111145929219,17.87065
2020-10-04,ID,2373.780472450638,25.908402884058496,180.18370904248025,0.8393651042351564,17.87065
2020-10-11,ID,2593.3024260449392,27.699048439760162,219.52195359430127,1.7906455557016672,17.87065
2020-10-18,ID,2838.8446978705306,28.762244238458027,245.54227182559111,1.0631957986978648,17.87065
2020-10-25,ID,3162.503882063607,30.329059099696988,323.6591841930763,1.5668148612389587,17.87065
2020-11-01,ID,3501.3835534801474,33.462688822174904,338.87967141654053,3.1336297224779175,17.87065
2020-11-08,ID,3891.184707886954,36.596318544652824,389.8011544068067,3.1336297224779175,17.87065
2020-11-15,ID,4370.686013099691,40.793144065828606,479.50130521273707,4.196825521175782,17.87065
2020-11-22,ID,4916.04950015808,45.32571562869845,545.363487058389,4.532571562869845,17.87065
2020-11-29,ID,5417.374298080931,49.466583476258556,501.32479792285113,4.140867847560105,17.87065
2020-12-06,ID,5945.614737012923,55.17426618505762,528.2404389319918,5.707682708799064,17.87065
2020-12-13,ID,6565.066183938468,62.113017713401575,619.4514469255455,6.9387515283439605,17.87065
2020-12-20,ID,7078.533797035921,69.21964226259257,513.4676130974531,7.106624549190991,17.87065
2020-12-27,ID,7455.017025122197,73.75221382546242,376.4832280862755,4.532571562869845,17.87065
2020-07-05,TX,604.4651652419183,11.960319467444357,140.3785592857137,2.148581034664889,289.95881
2020-07-12,TX,793.5230524638998,15.733269149504371,189.05788722198162,3.7729496820600135,289.95881
2020-07-19,TX,1016.8996072235225,21.140933776076675,223.37655475962256,5.407664626572305,289.95881
2020-07-26,TX,1238.3379556565292,27.14523486973891,221.43834843300672,6.004301093662233,289.95881
2020-08-02,TX,1420.3810534330719,33.08745818069814,182.0430977765428,5.9422233109592355,289.95881
2020-08-09,TX,1607.2282818376857,38.21232401940124,186.84722840461373,5.12486583870309,289.95881
2020-08-16,TX,1771.4826461041137,42.84401636218606,164.25436426642804,4.631692342784825,289.95881
2020-08-23,TX,1936.516431420035,46.49970801025152,165.03378531592122,3.655691648065461,289.95881
2020-08-30,TX,2056.8990471439715,49.27596440335784,120.38261572393678,2.7762563931063173,289.95881
2020-09-06,TX,2158.4858897717227,51.62802261466033,101.58684262775115,2.3520582113024946,289.95881
2020-09-13,TX,2240.4113191111524,53.54208758133612,81.92542933942927,1.9140649666757839,289.95881
2020-09-20,TX,2336.218030416113,55.19749512008274,95.80671130496086,1.6554075387466238,289.95881
2020-09-27,TX,2490.281292022132,56.825312533183585,154.06326160601913,1.6278174131008467,289.95881
2020-10-04,TX,2595.534172595066,58.19102375264955,105.25288057293378,1.3657112194659646,289.95881
2020-10-11,TX,2694.8206884971005,59.72227572599018,99.2865159020345,1.5312519733406271,289.95881
2020-10-18,TX,2793.258808035527,61.32250301344525,98.43811953842685,1.6002272874550698,289.95881
2020-10-25,TX,2915.3382164866794,63.32968465417553,122.07940845115206,2.0071816407302814,289.95881
2020-11-01,TX,3091.0286878332818,65.92315646487857,175.69047134660264,2.593471810703044,289.95881
2020-11-08,TX,3474.0279145165478,69.0270456000285,382.99922668326576,3.10388913514992,289.95881
2020-11-15,TX,3708.57847016271,72.45511871151629,234.55055564616228,3.4280731114878003,289.95881
2020-11-22,TX,3984.6694087342953,76.41775050739102,276.09093857158535,3.962631795874731,289.95881
2020-11-29,TX,4280.356234045794,80.67007862254641,295.6868253114985,4.25232811515539,289.95881
2020-12-06,TX,4589.389782638437,85.18796169704241,309.03354859264317,4.517883074495995,289.95881
2020-12-13,TX,4939.422257940705,90.22660839310245,350.0324753022679,5.038646696060036,289.95881
2020-12-20,TX,5297.311021520608,95.57564400267748,357.8887635799029,5.349035609575028,289.95881
2020-12-27,TX,5656.575842617094,101.22127346294461,359.26482109648606,5.6456294602671315,289.95881
